MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
5a:23:8c:77:42:74,xfinitywifi,[ESS],2015-09-11 20:37:21,1,-93,39.32488244,-76.62106451,23,4,WIFI
90:72:40:11:7e:a7,dotednetwork 5GHz,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:37:25,48,-87,39.32474712,-76.62074218,21,4,WIFI
f0:d1:a9:0c:ff:b2,Sashi,[WPA2-PSK-CCMP][ESS],2015-09-11 20:37:25,1,-87,39.32474712,-76.62074218,21,4,WIFI
c4:3d:c7:59:cc:b7,fener,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:37:25,6,-90,39.32474712,-76.62074218,21,4,WIFI
74:85:2a:43:af:78,HOME-54BD-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:37:25,6,-90,39.32474712,-76.62074218,21,4,WIFI
74:85:2a:43:af:79,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:37:25,6,-90,39.32474712,-76.62074218,21,4,WIFI
cc:5d:4e:48:3c:da,ZyXEL,[WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:37:25,11,-90,39.32474712,-76.62074218,21,4,WIFI
5c:8f:e0:ca:21:a4,PuffinBurrow,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:37:25,11,-93,39.32474712,-76.62074218,21,4,WIFI
6e:8f:e0:ca:21:a9,xfinitywifi,[ESS],2015-09-11 20:37:25,36,-88,39.32474712,-76.62074218,21,4,WIFI
00:12:0e:7b:be:eb,afc,[WEP][ESS],2015-09-11 20:37:29,6,-87,39.32460152,-76.62048749,20,6,WIFI
e4:83:99:81:80:99,MOTOROLA-A4F0F,[WPA-PSK-CCMP+TKIP][ESS],2015-09-11 20:37:29,1,-78,39.32460152,-76.62048749,20,6,WIFI
5e:8f:e0:ca:21:a4,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:37:29,11,-84,39.32460152,-76.62048749,20,6,WIFI
6e:8f:e0:ca:21:a4,xfinitywifi,[ESS],2015-09-11 20:37:29,11,-90,39.32460152,-76.62048749,20,6,WIFI
46:32:c8:5b:c9:8d,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:37:33,11,-92,39.32448726,-76.62019089,19,5,WIFI
46:32:c8:5b:c9:8e,xfinitywifi,[ESS],2015-09-11 20:37:33,11,-93,39.32448726,-76.62019089,19,5,WIFI
44:32:c8:5b:c9:8c,VERONICA ,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:37:33,11,-84,39.32448726,-76.62019089,19,5,WIFI
20:aa:4b:6b:96:fd,drbeer,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:37:33,2,-84,39.32448726,-76.62019089,19,5,WIFI
5e:8f:e0:c7:45:74,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:37:33,6,-84,39.32448726,-76.62019089,19,5,WIFI
00:1d:d0:16:df:50,HOME-DF52,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:37:33,6,-84,39.32448726,-76.62019089,19,5,WIFI
c4:04:15:02:93:83,Interwebs,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:37:33,8,-87,39.32448726,-76.62019089,19,5,WIFI
02:1d:d0:16:df:50,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:37:33,6,-90,39.32448726,-76.62019089,19,5,WIFI
74:85:2a:c6:85:19,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:37:33,6,-90,39.32448726,-76.62019089,19,5,WIFI
5c:8f:e0:c7:45:74,Blue_29,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:37:33,6,-90,39.32448726,-76.62019089,19,5,WIFI
cc:35:40:44:cc:f9,HOME-CCF9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:37:33,1,-90,39.32448726,-76.62019089,19,5,WIFI
ce:35:40:44:cc:fa,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:37:33,1,-90,39.32448726,-76.62019089,19,5,WIFI
b0:05:94:29:a4:d9,PS4-F290256D4031,[WPA2-PSK-CCMP][ESS],2015-09-11 20:37:33,8,-93,39.32448726,-76.62019089,19,5,WIFI
00:12:0e:89:68:07,Cat Central,[WEP][ESS],2015-09-11 20:37:33,6,-84,39.32448726,-76.62019089,19,5,WIFI
06:1d:d0:16:df:50,xfinitywifi,[ESS],2015-09-11 20:37:33,6,-84,39.32448726,-76.62019089,19,5,WIFI
ce:35:40:44:cc:fb,xfinitywifi,[ESS],2015-09-11 20:37:33,1,-90,39.32448726,-76.62019089,19,5,WIFI
54:be:f7:af:f5:c2,xfinitywifi,[ESS],2015-09-11 20:37:33,1,-90,39.32448726,-76.62019089,19,5,WIFI
74:85:2a:c6:85:1a,xfinitywifi,[ESS],2015-09-11 20:37:33,6,-90,39.32448726,-76.62019089,19,5,WIFI
6e:8f:e0:c7:45:74,xfinitywifi,[ESS],2015-09-11 20:37:33,6,-93,39.32448726,-76.62019089,19,5,WIFI
310260_20233_10246147,T-Mobile ,UNKNOWN;us,2015-09-11 20:37:33,0,-113,39.32448726,-76.62019089,19,5,GSM
5c:8f:e0:ca:21:a9,PuffinBurrow,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:37:37,36,-82,39.32457078,-76.61994013,17,6,WIFI
74:85:2a:43:af:78,HOME-54BD-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:37:45,6,-90,39.32482828,-76.61955263,20,10,WIFI
74:85:2a:43:af:79,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:37:45,6,-93,39.32482828,-76.61955263,20,10,WIFI
84:18:3a:2e:bc:38,BMAAP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:37:49,1,-90,39.32503961,-76.61932757,20,10,WIFI
84:18:3a:6e:bc:38,BMAGuest,[ESS],2015-09-11 20:37:49,1,-90,39.32503961,-76.61932757,20,10,WIFI
c4:04:15:02:93:83,Interwebs,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:37:53,8,-93,39.32524128,-76.61905875,18,11,WIFI
84:18:3a:2e:cf:b8,BMAAP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:37:53,11,-90,39.32524128,-76.61905875,18,11,WIFI
84:18:3a:2e:c7:98,BMAAP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:37:53,6,-90,39.32524128,-76.61905875,18,11,WIFI
84:18:3a:6e:c7:98,BMAGuest,[ESS],2015-09-11 20:37:53,6,-90,39.32524128,-76.61905875,18,11,WIFI
84:18:3a:6e:cf:b8,BMAGuest,[ESS],2015-09-11 20:37:53,11,-90,39.32524128,-76.61905875,18,11,WIFI
310260_20233_10246147,T-Mobile ,UNKNOWN;us,2015-09-11 20:37:53,0,-113,39.32524128,-76.61905875,18,11,GSM
46:32:c8:f1:30:ea,xfinitywifi,[ESS],2015-09-11 20:37:57,11,-93,39.32547222,-76.61879218,18,11,WIFI
c0:ff:d4:bb:c3:b9,Allstongirlsarethetits_EXT,[WPS][ESS],2015-09-11 20:37:57,11,-93,39.32547222,-76.61879218,18,11,WIFI
84:18:3a:2e:be:fc,BMAAP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:01,36,-90,39.32570648,-76.61848282,18,5,WIFI
c0:7c:d1:56:8b:18,HOME-5D6F-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:01,1,-93,39.32570648,-76.61848282,18,5,WIFI
84:18:3a:2e:be:f8,BMAAP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:01,1,-93,39.32570648,-76.61848282,18,5,WIFI
c0:7c:d1:56:8b:19,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:01,1,-93,39.32570648,-76.61848282,18,5,WIFI
84:18:3a:6e:be:fc,BMAGuest,[ESS],2015-09-11 20:38:01,36,-91,39.32570648,-76.61848282,18,5,WIFI
74:91:1a:28:65:a8,Smart Wi-Fi @ WMT,[ESS],2015-09-11 20:38:01,1,-90,39.32570648,-76.61848282,18,5,WIFI
84:18:3a:6e:be:f8,BMAGuest,[ESS],2015-09-11 20:38:01,1,-90,39.32570648,-76.61848282,18,5,WIFI
84:18:3a:2e:bc:38,BMAAP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:05,1,-72,39.32593887,-76.61822814,16,5,WIFI
84:18:3a:6e:bc:38,BMAGuest,[ESS],2015-09-11 20:38:05,1,-75,39.32593887,-76.61822814,16,5,WIFI
c0:7c:d1:56:8b:20,HOME-5D6F-5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:05,157,-79,39.32593887,-76.61822814,16,5,WIFI
46:32:c8:f1:30:e9,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:05,11,-87,39.32593887,-76.61822814,16,5,WIFI
e8:89:2c:0c:7c:10,HOME-7C12,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:05,6,-87,39.32593887,-76.61822814,16,5,WIFI
60:02:92:dd:a1:29,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:05,6,-90,39.32593887,-76.61822814,16,5,WIFI
74:85:2a:ec:b7:39,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:05,6,-90,39.32593887,-76.61822814,16,5,WIFI
74:85:2a:f4:f5:d8,HOME-8185-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:05,6,-93,39.32593887,-76.61822814,16,5,WIFI
74:91:1a:28:6a:6a,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:05,4,-93,39.32593887,-76.61822814,16,5,WIFI
74:91:1a:68:6a:68,Smart 802.1x @ WMT,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:05,4,-93,39.32593887,-76.61822814,16,5,WIFI
74:91:1a:a8:6a:68,PNCPE,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:05,4,-93,39.32593887,-76.61822814,16,5,WIFI
22:73:55:2c:c3:70,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:05,8,-93,39.32593887,-76.61822814,16,5,WIFI
74:85:2a:ec:b7:38,HOME-2A0C-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:05,6,-93,39.32593887,-76.61822814,16,5,WIFI
e2:89:2c:0c:7c:10,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:05,6,-93,39.32593887,-76.61822814,16,5,WIFI
6e:8f:e0:db:75:ad,xfinitywifi,[ESS],2015-09-11 20:38:05,36,-91,39.32593887,-76.61822814,16,5,WIFI
74:85:2a:ec:b7:3a,xfinitywifi,[ESS],2015-09-11 20:38:05,6,-87,39.32593887,-76.61822814,16,5,WIFI
26:73:55:2c:c3:70,xfinitywifi,[ESS],2015-09-11 20:38:05,8,-93,39.32593887,-76.61822814,16,5,WIFI
e6:89:2c:0c:7c:10,xfinitywifi,[ESS],2015-09-11 20:38:05,6,-93,39.32593887,-76.61822814,16,5,WIFI
60:02:92:dd:a1:2a,xfinitywifi,[ESS],2015-09-11 20:38:05,6,-93,39.32593887,-76.61822814,16,5,WIFI
74:91:1a:28:6a:68,Smart Wi-Fi @ WMT,[ESS],2015-09-11 20:38:05,4,-93,39.32593887,-76.61822814,16,5,WIFI
74:91:1a:a8:69:18,PNCPE,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:09,9,-75,39.32606364,-76.61801256,14,5,WIFI
5a:23:8c:3b:b6:0e,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:09,11,-78,39.32606364,-76.61801256,14,5,WIFI
c4:39:3a:b2:7b:e9,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:09,1,-78,39.32606364,-76.61801256,14,5,WIFI
58:23:8c:3b:b6:0d,HOME-B60D,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:09,11,-78,39.32606364,-76.61801256,14,5,WIFI
74:91:1a:68:69:18,Smart 802.1x @ WMT,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:09,9,-78,39.32606364,-76.61801256,14,5,WIFI
74:91:1a:a8:65:88,PNCPE,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:09,11,-81,39.32606364,-76.61801256,14,5,WIFI
c4:39:3a:b2:7b:e8,Zarah,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:09,1,-84,39.32606364,-76.61801256,14,5,WIFI
02:1d:d1:7d:78:50,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:09,11,-84,39.32606364,-76.61801256,14,5,WIFI
c4:39:3a:b2:7b:eb,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:09,1,-84,39.32606364,-76.61801256,14,5,WIFI
00:1d:d1:7d:78:50,OJ Didn't Do It Though,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:09,11,-84,39.32606364,-76.61801256,14,5,WIFI
74:91:1a:a9:0c:e8,PNCPE,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:09,11,-84,39.32606364,-76.61801256,14,5,WIFI
0c:f8:93:fe:41:80,MimiS,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:09,11,-84,39.32606364,-76.61801256,14,5,WIFI
74:85:2a:c0:c9:f9,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:09,11,-87,39.32606364,-76.61801256,14,5,WIFI
74:85:2a:c0:c9:f8,HOME-FCE2-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:09,11,-87,39.32606364,-76.61801256,14,5,WIFI
44:94:fc:75:e6:5c,ezhu113,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:38:09,6,-90,39.32606364,-76.61801256,14,5,WIFI
c4:39:3a:b2:7b:ea,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:09,1,-93,39.32606364,-76.61801256,14,5,WIFI
30:46:9a:a5:b1:ee,caw1604,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:09,1,-93,39.32606364,-76.61801256,14,5,WIFI
a0:63:91:87:06:f3,NETGEAR14,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:38:09,1,-93,39.32606364,-76.61801256,14,5,WIFI
50:65:f3:e4:da:f8,HP-Print-F8-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:09,4,-93,39.32606364,-76.61801256,14,5,WIFI
74:91:1a:28:69:18,Smart Wi-Fi @ WMT,[ESS],2015-09-11 20:38:09,9,-75,39.32606364,-76.61801256,14,5,WIFI
5a:23:8c:3b:b6:0f,xfinitywifi,[ESS],2015-09-11 20:38:09,11,-81,39.32606364,-76.61801256,14,5,WIFI
06:1d:d1:7d:78:50,xfinitywifi,[ESS],2015-09-11 20:38:09,11,-81,39.32606364,-76.61801256,14,5,WIFI
74:91:1a:29:0c:e8,Smart Wi-Fi @ WMT,[ESS],2015-09-11 20:38:09,11,-84,39.32606364,-76.61801256,14,5,WIFI
06:f8:93:fe:41:80,xfinitywifi,[ESS],2015-09-11 20:38:09,11,-87,39.32606364,-76.61801256,14,5,WIFI
c0:7c:d1:6b:56:ba,xfinitywifi,[ESS],2015-09-11 20:38:09,6,-90,39.32606364,-76.61801256,14,5,WIFI
74:91:1a:28:65:88,Smart Wi-Fi @ WMT,[ESS],2015-09-11 20:38:09,11,-93,39.32606364,-76.61801256,14,5,WIFI
310260_20233_10246147,T-Mobile ,UNKNOWN;us,2015-09-11 20:38:09,0,-113,39.32606364,-76.61801256,14,5,GSM
74:91:1a:29:0c:ea,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:13,11,-72,39.32609262,-76.6178819,13,5,WIFI
74:91:1a:68:65:88,Smart 802.1x @ WMT,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:13,11,-75,39.32609262,-76.6178819,13,5,WIFI
00:21:1c:fd:b4:40,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:38:13,1,-81,39.32609262,-76.6178819,13,5,WIFI
44:32:c8:f1:30:e8,HOME-30E8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:13,11,-81,39.32609262,-76.6178819,13,5,WIFI
00:21:1c:fd:b4:42,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:38:13,1,-82,39.32609262,-76.6178819,13,5,WIFI
5c:8f:e0:d4:2c:5d,Galasi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:13,48,-87,39.32609262,-76.6178819,13,5,WIFI
e2:89:2c:39:03:c0,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:13,6,-84,39.32609262,-76.6178819,13,5,WIFI
02:f8:93:fe:41:80,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:13,11,-84,39.32609262,-76.6178819,13,5,WIFI
74:85:2a:f4:f5:d9,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:13,6,-84,39.32609262,-76.6178819,13,5,WIFI
1c:af:f7:ce:d8:a9,lbwifi,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:13,8,-87,39.32609262,-76.6178819,13,5,WIFI
74:91:1a:69:0c:e8,Smart 802.1x @ WMT,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:13,11,-87,39.32609262,-76.6178819,13,5,WIFI
f0:99:bf:0a:ef:08,Nadine's Wi-Fi Network,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:13,11,-87,39.32609262,-76.6178819,13,5,WIFI
e8:89:2c:39:03:c0,WTchongas,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:13,6,-90,39.32609262,-76.6178819,13,5,WIFI
74:85:2a:f4:f5:da,xfinitywifi,[ESS],2015-09-11 20:38:13,6,-81,39.32609262,-76.6178819,13,5,WIFI
e6:89:2c:39:03:c0,xfinitywifi,[ESS],2015-09-11 20:38:13,6,-87,39.32609262,-76.6178819,13,5,WIFI
20:25:64:e6:01:6a,xfinitywifi,[ESS],2015-09-11 20:38:13,1,-90,39.32609262,-76.6178819,13,5,WIFI
ce:03:fa:3d:94:6a,xfinitywifi,[ESS],2015-09-11 20:38:13,6,-93,39.32609262,-76.6178819,13,5,WIFI
b6:ca:b5:27:1d:60,xfinitywifi,[ESS],2015-09-11 20:38:13,6,-93,39.32609262,-76.6178819,13,5,WIFI
6e:8f:e0:db:75:a8,xfinitywifi,[ESS],2015-09-11 20:38:13,11,-93,39.32609262,-76.6178819,13,5,WIFI
92:1a:ca:9d:25:50,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:18,1,-81,39.32607177,-76.61786369,15,4,WIFI
90:1a:ca:9d:25:50,HOME-2552,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:18,1,-81,39.32607177,-76.61786369,15,4,WIFI
5c:8f:e0:db:75:ad,SSGANBY,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:18,36,-86,39.32607177,-76.61786369,15,4,WIFI
82:09:f4:7f:4b:c0,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:18,1,-87,39.32607177,-76.61786369,15,4,WIFI
00:7f:28:8c:de:df,4KK3H,[WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:18,1,-90,39.32607177,-76.61786369,15,4,WIFI
88:dc:96:11:f0:dc,Shureih,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:18,3,-90,39.32607177,-76.61786369,15,4,WIFI
20:73:55:2c:c3:70,HOME-C372,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:18,8,-90,39.32607177,-76.61786369,15,4,WIFI
96:1a:ca:9d:25:50,xfinitywifi,[ESS],2015-09-11 20:38:18,1,-81,39.32607177,-76.61786369,15,4,WIFI
74:91:1a:29:0c:18,Smart Wi-Fi @ WMT,[ESS],2015-09-11 20:38:18,6,-90,39.32607177,-76.61786369,15,4,WIFI
74:91:1a:29:0c:1a,,[ESS],2015-09-11 20:38:18,6,-90,39.32607177,-76.61786369,15,4,WIFI
74:91:1a:28:65:8a,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:22,11,-75,39.32607889,-76.61784834,17,5,WIFI
8c:09:f4:7f:4b:c0,HOME-4BC2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:22,1,-87,39.32607889,-76.61784834,17,5,WIFI
bc:ca:b5:27:1d:60,HOME-1D62,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:22,6,-90,39.32607889,-76.61784834,17,5,WIFI
74:91:1a:a9:0c:18,PNCPE,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:22,6,-90,39.32607889,-76.61784834,17,5,WIFI
b2:ca:b5:27:1d:60,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:22,6,-90,39.32607889,-76.61784834,17,5,WIFI
44:94:fc:77:81:f2,The Batlodge,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:38:22,6,-90,39.32607889,-76.61784834,17,5,WIFI
c0:7c:d1:6b:56:b9,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:22,6,-93,39.32607889,-76.61784834,17,5,WIFI
5c:8f:e0:c7:3a:f2,thecut,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:22,6,-93,39.32607889,-76.61784834,17,5,WIFI
74:91:1a:28:63:08,Smart Wi-Fi @ WMT,[ESS],2015-09-11 20:38:22,11,-81,39.32607889,-76.61784834,17,5,WIFI
00:21:1c:fd:b4:41,JHGuestnet,[ESS],2015-09-11 20:38:22,1,-84,39.32607889,-76.61784834,17,5,WIFI
86:09:f4:7f:4b:c0,xfinitywifi,[ESS],2015-09-11 20:38:22,1,-90,39.32607889,-76.61784834,17,5,WIFI
46:32:c8:f1:30:ea,xfinitywifi,[ESS],2015-09-11 20:38:26,11,-84,39.32609674,-76.61766751,16,5,WIFI
c0:ff:d4:bb:c3:b9,Allstongirlsarethetits_EXT,[WPS][ESS],2015-09-11 20:38:26,11,-69,39.32609674,-76.61766751,16,5,WIFI
68:92:34:56:38:f8,WT505,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:26,11,-84,39.32609674,-76.61766751,16,5,WIFI
74:91:1a:69:0c:18,Smart 802.1x @ WMT,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:26,6,-84,39.32609674,-76.61766751,16,5,WIFI
a0:63:91:87:06:f5,NETGEAR14-5G,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:38:26,153,-89,39.32609674,-76.61766751,16,5,WIFI
e8:de:27:bd:bc:a0,Finally,[WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:38:26,6,-87,39.32609674,-76.61766751,16,5,WIFI
00:19:a9:ce:bb:3f,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:38:30,149,-84,39.32628965,-76.61755141,14,4,WIFI
74:91:1a:68:65:a8,Smart 802.1x @ WMT,[WPA-EAP-CCMP][ESS],2015-09-11 20:38:30,1,-81,39.32628965,-76.61755141,14,4,WIFI
5c:8f:e0:37:c6:a0,Iswifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:30,6,-90,39.32628965,-76.61755141,14,4,WIFI
c4:e9:84:87:69:a8,Apt 204,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2015-09-11 20:38:30,4,-90,39.32628965,-76.61755141,14,4,WIFI
5a:23:8c:3a:d1:a6,,[WPA2-PSK-CCMP][ESS],2015-09-11 20:38:30,1,-93,39.32628965,-76.61755141,14,4,WIFI
00:19:a9:ce:bb:31,JHGuestnet,[ESS],2015-09-11 20:38:30,11,-80,39.32628965,-76.61755141,14,4,WIFI
02:21:d1:c9:45:c9,HPJ610a.016832,[IBSS],2015-09-11 20:38:30,6,-93,39.32628965,-76.61755141,14,4,WIFI
5a:23:8c:3a:d1:a7,xfinitywifi,[ESS],2015-09-11 20:38:30,1,-93,39.32628965,-76.61755141,14,4,WIFI
00:19:a9:ce:f3:82,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:38:34,1,-68,39.32652656,-76.61754279,15,3,WIFI
00:19:a9:ce:f3:80,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:38:34,1,-68,39.32652656,-76.61754279,15,3,WIFI
00:19:a9:ce:bb:32,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:38:34,11,-69,39.32652656,-76.61754279,15,3,WIFI
98:6b:3d:34:ea:80,HOME-EA82,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:34,11,-69,39.32652656,-76.61754279,15,3,WIFI
00:19:a9:ce:bb:30,hopkins,[WPA2-EAP-CCMP][ESS],2015-09-11 20:38:34,11,-69,39.32652656,-76.61754279,15,3,WIFI
00:19:a9:ce:bb:3d,eduroam,[WPA2-EAP-CCMP][ESS],2015-09-11 20:38:34,149,-82,39.32652656,-76.61754279,15,3,WIFI
80:37:73:f8:4b:49,HOME-4BC2_EXT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2015-09-11 20:38:34,1,-81,39.32652656,-76.61754279,15,3,WIFI
5e:8f:e0:37:c6:a0,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2015-09-11 20:38:34,6,-84,39.32652656,-76.61754279,15,3,WIFI
